subj,trial,S,R,RT,correct,instruction
as1t,612,2,2,0.4675,TRUE,neutral
as1t,613,1,1,0.4413,TRUE,accuracy
as1t,614,2,2,0.3713,TRUE,neutral
as1t,615,1,1,0.4428,TRUE,neutral
as1t,616,2,2,0.4675,TRUE,neutral
as1t,617,1,2,0.415,FALSE,accuracy
as1t,618,1,1,0.4393,TRUE,accuracy
as1t,619,1,1,0.5997,TRUE,speed
as1t,620,2,2,0.5253,TRUE,speed
as1t,621,2,2,0.4903,TRUE,speed
as1t,622,2,2,0.3937,TRUE,neutral
as1t,623,1,2,0.4023,FALSE,accuracy
as1t,624,1,1,0.4308,TRUE,neutral
as1t,625,1,2,0.2614,FALSE,speed
as1t,626,2,2,0.3829,TRUE,neutral
as1t,627,1,2,0.4673,FALSE,neutral
as1t,628,2,2,0.4981,TRUE,accuracy
as1t,629,1,1,0.318,TRUE,accuracy
as1t,630,2,1,0.31,FALSE,speed
as1t,631,1,2,0.2761,FALSE,accuracy
as1t,632,2,2,0.4339,TRUE,accuracy
as1t,633,2,2,0.4555,TRUE,speed
as1t,634,1,1,0.4691,TRUE,accuracy
as1t,635,1,2,0.4126,FALSE,neutral
as1t,636,2,2,0.6631,TRUE,accuracy
as1t,638,2,2,0.4294,TRUE,accuracy
as1t,639,2,2,0.4148,TRUE,accuracy
as1t,640,2,2,0.4885,TRUE,neutral
as1t,641,1,2,0.4429,FALSE,speed
as1t,642,2,2,0.3264,TRUE,neutral
as1t,643,2,2,0.4103,TRUE,neutral
as1t,644,2,2,0.4214,TRUE,neutral
as1t,645,2,2,0.3505,TRUE,accuracy
as1t,646,1,2,0.4707,FALSE,speed
as1t,647,2,1,0.4721,FALSE,neutral
as1t,648,2,2,0.5933,TRUE,accuracy
as1t,649,2,2,0.4593,TRUE,neutral
as1t,650,2,2,0.5477,TRUE,speed
as1t,651,1,2,0.3336,FALSE,neutral
as1t,652,2,2,0.5216,TRUE,speed
as1t,653,1,1,0.4536,TRUE,accuracy
as1t,654,1,1,0.7077,TRUE,neutral
as1t,655,2,2,0.5944,TRUE,speed
as1t,656,1,1,0.6098,TRUE,accuracy
as1t,657,1,2,0.4589,FALSE,neutral
as1t,658,1,1,0.4856,TRUE,neutral
as1t,659,1,1,0.4119,TRUE,neutral
as1t,660,2,1,0.4938,FALSE,neutral
as1t,661,2,2,0.4777,TRUE,neutral
as1t,662,1,2,0.3548,FALSE,speed
as1t,663,1,1,0.4324,TRUE,accuracy
as1t,664,2,2,0.4175,TRUE,neutral
as1t,665,2,2,0.4766,TRUE,speed
as1t,666,1,2,0.4652,FALSE,speed
as1t,667,2,1,0.3244,FALSE,accuracy
as1t,668,1,2,0.4605,FALSE,speed
as1t,669,1,1,0.4801,TRUE,accuracy
as1t,670,1,1,0.4968,TRUE,accuracy
as1t,671,2,2,0.4978,TRUE,neutral
as1t,672,2,2,0.3863,TRUE,accuracy
as1t,673,2,2,0.4643,TRUE,speed
as1t,674,1,2,0.4068,FALSE,accuracy
as1t,675,2,1,0.598,FALSE,speed
as1t,676,1,2,0.4342,FALSE,speed
as1t,678,1,1,0.359,TRUE,neutral
as1t,680,1,1,0.4476,TRUE,accuracy
as1t,681,1,2,0.441,FALSE,neutral
as1t,682,1,1,0.375,TRUE,speed
as1t,683,2,2,0.2923,TRUE,speed
as1t,684,2,1,0.4312,FALSE,speed
as1t,685,2,2,0.294,TRUE,neutral
as1t,686,2,2,0.4659,TRUE,speed
as1t,687,2,2,0.3589,TRUE,speed
as1t,688,1,2,0.4166,FALSE,accuracy
as1t,689,2,1,0.7456,FALSE,accuracy
as1t,690,2,2,0.3937,TRUE,accuracy
as1t,691,2,1,0.6439,FALSE,speed
as1t,692,1,2,0.4445,FALSE,accuracy
as1t,693,1,1,0.4728,TRUE,accuracy
as1t,694,1,1,0.4326,TRUE,speed
as1t,695,1,2,0.329,FALSE,speed
as1t,696,2,2,0.4901,TRUE,neutral
as1t,697,1,1,0.6269,TRUE,speed
as1t,698,1,1,0.7798,TRUE,accuracy
as1t,699,2,2,0.5139,TRUE,accuracy
as1t,700,2,2,0.5085,TRUE,speed
as1t,701,1,2,0.4865,FALSE,neutral
as1t,703,2,2,0.4748,TRUE,speed
as1t,704,1,2,0.4968,FALSE,accuracy
as1t,705,1,1,0.5038,TRUE,accuracy
as1t,706,1,1,0.3446,TRUE,speed
as1t,707,1,2,0.6189,FALSE,accuracy
as1t,708,1,1,0.4534,TRUE,neutral
as1t,709,1,2,0.47,FALSE,neutral
as1t,710,2,2,0.7471,TRUE,speed
as1t,711,2,2,0.6604,TRUE,neutral
as1t,712,1,1,0.2771,TRUE,neutral
as1t,715,2,2,0.3307,TRUE,speed
as1t,716,1,2,0.3643,FALSE,speed
as1t,717,1,2,0.3445,FALSE,neutral
as1t,719,1,2,0.5619,FALSE,speed
as1t,720,2,2,0.4711,TRUE,accuracy
as1t,721,1,1,0.4035,TRUE,neutral
as1t,722,1,1,0.5441,TRUE,neutral
as1t,723,1,1,0.5151,TRUE,accuracy
as1t,724,2,2,0.7922,TRUE,accuracy
as1t,725,1,1,0.445,TRUE,neutral
as1t,726,1,2,0.5747,FALSE,neutral
as1t,727,1,1,0.4916,TRUE,accuracy
as1t,728,2,2,0.4083,TRUE,speed
as1t,729,1,1,0.4026,TRUE,neutral
as1t,730,2,2,0.4343,TRUE,speed
as1t,731,2,2,0.4974,TRUE,speed
as1t,732,1,1,0.4934,TRUE,neutral
as1t,733,1,2,0.4699,FALSE,accuracy
as1t,734,1,2,0.5271,FALSE,speed
as1t,735,1,1,0.5407,TRUE,neutral
as1t,736,2,2,0.6062,TRUE,accuracy
as1t,737,1,1,0.5616,TRUE,speed
as1t,738,2,2,0.4861,TRUE,accuracy
as1t,739,2,2,0.3018,TRUE,speed
as1t,740,2,1,0.5459,FALSE,accuracy
as1t,741,1,2,0.322,FALSE,accuracy
as1t,742,2,2,0.3241,TRUE,accuracy
as1t,743,1,1,0.4758,TRUE,speed
as1t,744,1,1,0.6005,TRUE,speed
as1t,745,1,1,0.7259,TRUE,neutral
as1t,746,1,1,0.628,TRUE,neutral
as1t,747,2,2,0.3681,TRUE,accuracy
as1t,748,1,2,0.5125,FALSE,speed
as1t,749,1,2,0.5574,FALSE,accuracy
as1t,750,1,2,0.3383,FALSE,speed
as1t,751,2,1,0.3469,FALSE,speed
as1t,752,2,2,0.5374,TRUE,neutral
as1t,753,1,1,0.45,TRUE,accuracy
as1t,754,2,2,0.4167,TRUE,neutral
as1t,755,2,2,0.5426,TRUE,speed
as1t,756,1,1,0.5943,TRUE,accuracy
as1t,757,2,2,0.4327,TRUE,speed
as1t,758,2,2,0.3649,TRUE,speed
as1t,759,2,2,0.4039,TRUE,neutral
as1t,760,2,2,0.5624,TRUE,neutral
as1t,761,2,2,0.5103,TRUE,accuracy
as1t,762,1,1,0.7979,TRUE,speed
as1t,763,1,1,0.4657,TRUE,accuracy
as1t,764,1,1,0.5042,TRUE,neutral
as1t,765,2,2,0.6355,TRUE,accuracy
as1t,766,2,2,0.5223,TRUE,accuracy
as1t,767,1,1,0.828,TRUE,accuracy
as1t,768,1,1,0.5695,TRUE,neutral
as1t,769,1,1,0.5856,TRUE,neutral
as1t,770,1,1,0.7599,TRUE,accuracy
as1t,771,2,2,0.6885,TRUE,neutral
as1t,772,1,1,0.5495,TRUE,speed
as1t,773,2,2,0.6027,TRUE,speed
as1t,774,1,1,0.4856,TRUE,speed
as1t,775,1,1,0.464,TRUE,accuracy
as1t,776,1,1,0.4544,TRUE,speed
as1t,777,2,1,0.4741,FALSE,accuracy
as1t,778,1,1,0.6497,TRUE,accuracy
as1t,779,1,2,0.5546,FALSE,neutral
as1t,780,1,1,0.5257,TRUE,neutral
as1t,781,1,2,0.3688,FALSE,neutral
as1t,782,1,1,0.4666,TRUE,neutral
as1t,783,2,2,0.5736,TRUE,accuracy
as1t,784,1,1,0.4697,TRUE,accuracy
as1t,785,2,2,0.5503,TRUE,accuracy
as1t,786,1,1,0.4341,TRUE,neutral
as1t,787,2,2,0.5183,TRUE,accuracy
as1t,788,2,2,0.4844,TRUE,accuracy
as1t,789,1,1,0.4545,TRUE,neutral
as1t,790,1,1,0.4132,TRUE,neutral
as1t,791,1,1,0.551,TRUE,speed
as1t,792,2,2,0.5294,TRUE,accuracy
as1t,793,1,1,0.3933,TRUE,speed
as1t,794,2,2,0.4128,TRUE,speed
as1t,795,1,1,0.6753,TRUE,accuracy
as1t,797,2,1,0.376,FALSE,speed
as1t,798,2,2,0.4447,TRUE,neutral
as1t,799,2,1,0.3428,FALSE,neutral
as1t,800,1,1,0.6472,TRUE,accuracy
as1t,801,2,2,0.4005,TRUE,accuracy
as1t,802,1,1,0.3786,TRUE,speed
as1t,803,2,2,0.3038,TRUE,speed
as1t,804,2,1,0.446,FALSE,accuracy
as1t,805,1,1,0.3256,TRUE,speed
as1t,806,2,2,0.4634,TRUE,neutral
as1t,807,2,1,0.4357,FALSE,neutral
as1t,809,2,2,0.4357,TRUE,accuracy
as1t,810,2,2,0.4166,TRUE,accuracy
as1t,811,1,1,0.5086,TRUE,accuracy
as1t,812,1,1,0.513,TRUE,neutral
as1t,813,1,1,0.4108,TRUE,neutral
as1t,814,1,1,0.5413,TRUE,speed
as1t,815,1,2,0.478,FALSE,speed
as1t,816,1,1,0.6293,TRUE,accuracy
as1t,817,1,1,0.5093,TRUE,accuracy
as1t,818,1,1,0.5967,TRUE,neutral
as1t,820,1,1,0.5245,TRUE,speed
as1t,821,2,2,0.6227,TRUE,speed
as1t,822,1,2,0.377,FALSE,speed
as1t,823,1,1,0.4111,TRUE,speed
as1t,824,2,1,0.3416,FALSE,neutral
as1t,825,2,2,0.3155,TRUE,speed
as1t,826,1,1,0.4167,TRUE,neutral
as1t,827,1,2,0.6447,FALSE,accuracy
as1t,828,2,2,0.4244,TRUE,accuracy
as1t,830,1,1,0.4956,TRUE,speed
as1t,831,2,1,0.5715,FALSE,neutral
as1t,832,2,2,0.6243,TRUE,speed
as1t,833,1,2,0.4567,FALSE,neutral
as1t,834,2,1,0.7021,FALSE,neutral
as1t,835,2,2,0.5079,TRUE,accuracy
as1t,836,2,2,0.3801,TRUE,accuracy
as1t,837,2,1,0.4703,FALSE,accuracy
as1t,838,1,2,0.4449,FALSE,neutral
as1t,839,1,2,0.3485,FALSE,accuracy
as1t,840,1,1,0.3878,TRUE,speed
as1t,841,1,2,0.3522,FALSE,neutral
as1t,842,1,1,0.6256,TRUE,accuracy
as1t,843,2,1,0.5258,FALSE,speed
as1t,844,2,2,0.56,TRUE,neutral
as1t,845,2,2,0.3896,TRUE,speed
as1t,846,1,2,0.4246,FALSE,neutral
as1t,847,1,1,0.5341,TRUE,speed
as1t,848,1,1,0.419,TRUE,accuracy
as1t,849,1,1,0.6266,TRUE,neutral
as1t,850,2,2,0.6752,TRUE,neutral
bd6t,1,2,2,0.324,TRUE,speed
bd6t,2,1,1,0.3974,TRUE,neutral
bd6t,3,1,1,0.4014,TRUE,neutral
bd6t,4,1,1,0.4131,TRUE,neutral
bd6t,5,2,2,0.3381,TRUE,neutral
bd6t,6,1,1,0.3778,TRUE,neutral
bd6t,7,1,1,0.473,TRUE,neutral
bd6t,8,2,1,0.365,FALSE,speed
bd6t,9,1,1,0.4257,TRUE,accuracy
bd6t,10,2,2,0.3242,TRUE,speed
bd6t,11,2,2,0.3802,TRUE,speed
bd6t,12,1,1,0.5582,TRUE,accuracy
bd6t,13,2,1,0.4586,FALSE,accuracy
bd6t,14,1,1,0.3686,TRUE,accuracy
bd6t,15,2,2,0.4154,TRUE,accuracy
bd6t,16,1,1,0.3763,TRUE,speed
bd6t,17,2,2,0.4514,TRUE,neutral
bd6t,18,1,1,0.501,TRUE,accuracy
bd6t,19,1,1,0.4245,TRUE,accuracy
bd6t,20,2,2,0.5131,TRUE,neutral
bd6t,21,1,1,0.4263,TRUE,speed
bd6t,22,2,2,0.5761,TRUE,accuracy
bd6t,23,2,1,0.4764,FALSE,accuracy
bd6t,24,2,2,0.5914,TRUE,speed
bd6t,25,2,2,0.4226,TRUE,accuracy
bd6t,26,2,2,0.4036,TRUE,speed
bd6t,27,1,1,0.3927,TRUE,neutral
bd6t,28,1,1,0.4207,TRUE,accuracy
bd6t,29,1,2,0.5368,FALSE,accuracy
bd6t,30,2,2,0.3954,TRUE,neutral
bd6t,31,2,2,0.3774,TRUE,speed
bd6t,32,2,2,0.3709,TRUE,neutral
bd6t,33,2,2,0.3778,TRUE,speed
bd6t,34,2,2,0.4067,TRUE,speed
bd6t,35,2,2,0.3377,TRUE,speed
bd6t,36,1,2,0.38,FALSE,speed
bd6t,37,1,1,0.3983,TRUE,speed
bd6t,38,1,2,0.3689,FALSE,neutral
bd6t,39,2,2,0.5775,TRUE,speed
bd6t,40,2,2,0.4605,TRUE,neutral
bd6t,41,1,1,0.3824,TRUE,neutral
bd6t,42,1,1,0.3442,TRUE,accuracy
bd6t,43,2,2,0.5086,TRUE,accuracy
bd6t,44,1,1,0.4559,TRUE,accuracy
bd6t,45,1,1,0.4064,TRUE,accuracy
bd6t,46,1,1,0.5741,TRUE,speed
bd6t,47,1,1,0.3116,TRUE,speed
bd6t,48,2,2,0.4492,TRUE,accuracy
bd6t,49,1,1,0.451,TRUE,neutral
bd6t,50,2,2,0.3521,TRUE,neutral
bd6t,51,1,1,0.4005,TRUE,neutral
bd6t,52,2,2,0.3507,TRUE,neutral
bd6t,53,1,1,0.3803,TRUE,speed
bd6t,54,2,2,0.3556,TRUE,neutral
bd6t,55,2,2,0.4361,TRUE,neutral
bd6t,56,1,1,0.3899,TRUE,speed
bd6t,57,1,2,0.4283,FALSE,neutral
bd6t,58,1,1,0.4307,TRUE,speed
bd6t,59,1,1,0.4009,TRUE,neutral
bd6t,60,1,1,0.4582,TRUE,accuracy
bd6t,61,2,2,0.4672,TRUE,accuracy
bd6t,62,1,1,0.4215,TRUE,accuracy
bd6t,63,2,2,0.4938,TRUE,accuracy
bd6t,64,2,2,0.4024,TRUE,speed
bd6t,65,1,1,0.5468,TRUE,neutral
bd6t,66,1,1,0.3988,TRUE,accuracy
bd6t,67,1,1,0.519,TRUE,accuracy
bd6t,68,2,2,0.6068,TRUE,speed
bd6t,69,2,2,0.4194,TRUE,speed
bd6t,70,2,1,0.6817,FALSE,neutral
bd6t,71,1,1,0.3862,TRUE,accuracy
bd6t,72,1,1,0.5306,TRUE,speed
bd6t,73,2,2,0.4698,TRUE,neutral
bd6t,74,2,2,0.4364,TRUE,neutral
bd6t,75,1,1,0.2669,TRUE,speed
bd6t,76,2,1,0.4883,FALSE,speed
bd6t,77,2,2,0.6092,TRUE,accuracy
bd6t,78,1,1,0.3576,TRUE,neutral
bd6t,79,1,1,0.3695,TRUE,neutral
bd6t,80,1,2,0.2953,FALSE,speed
bd6t,81,1,1,0.3595,TRUE,accuracy
bd6t,82,2,1,0.3233,FALSE,accuracy
bd6t,83,2,1,0.389,FALSE,accuracy
bd6t,84,2,2,0.4244,TRUE,speed
bd6t,85,1,1,0.3993,TRUE,accuracy
bd6t,86,1,1,0.3839,TRUE,speed
bd6t,87,2,1,0.3243,FALSE,neutral
bd6t,88,1,2,0.6489,FALSE,speed
bd6t,89,2,2,0.3278,TRUE,speed
bd6t,90,1,1,0.3765,TRUE,accuracy
bd6t,91,1,2,0.4178,FALSE,accuracy
bd6t,92,2,1,0.3586,FALSE,accuracy
bd6t,93,1,1,0.4048,TRUE,speed
bd6t,94,1,1,0.3446,TRUE,speed
bd6t,95,2,2,0.3176,TRUE,neutral
bd6t,96,2,2,0.5671,TRUE,accuracy
bd6t,97,2,2,0.5295,TRUE,speed
bd6t,98,2,2,0.41,TRUE,neutral
bd6t,99,1,1,0.2928,TRUE,speed
bd6t,100,2,1,0.3106,FALSE,speed
bd6t,101,1,1,0.3898,TRUE,neutral
bd6t,102,1,1,0.4499,TRUE,neutral
bd6t,103,1,1,0.5157,TRUE,accuracy
bd6t,104,1,2,0.3256,FALSE,speed
bd6t,105,1,1,0.4466,TRUE,accuracy
bd6t,106,1,2,0.3818,FALSE,neutral
bd6t,107,2,2,0.4421,TRUE,speed
bd6t,108,2,2,0.4467,TRUE,neutral
bd6t,109,1,2,0.3954,FALSE,neutral
bd6t,110,1,1,0.3706,TRUE,neutral
bd6t,112,1,1,0.2692,TRUE,speed
bd6t,113,2,2,0.4232,TRUE,neutral
bd6t,114,2,2,0.7127,TRUE,neutral
bd6t,115,2,2,0.3833,TRUE,neutral
bd6t,116,1,1,0.4427,TRUE,accuracy
bd6t,117,1,1,0.4573,TRUE,accuracy
bd6t,118,1,2,0.3477,FALSE,speed
bd6t,119,2,2,0.4154,TRUE,speed
bd6t,120,2,2,0.4935,TRUE,neutral
bd6t,121,1,1,0.4381,TRUE,neutral
bd6t,122,2,2,0.37,TRUE,neutral
bd6t,123,2,2,0.46,TRUE,neutral
bd6t,124,2,1,0.4442,FALSE,neutral
bd6t,125,2,1,0.4058,FALSE,speed
bd6t,126,2,1,0.6255,FALSE,accuracy
bd6t,127,1,1,0.4715,TRUE,neutral
bd6t,128,2,2,0.5277,TRUE,accuracy
bd6t,129,1,1,0.3947,TRUE,speed
bd6t,130,1,1,0.4108,TRUE,speed
bd6t,131,1,1,0.4353,TRUE,accuracy
bd6t,132,2,2,0.3123,TRUE,speed
bd6t,133,1,1,0.445,TRUE,accuracy
bd6t,134,1,2,0.3425,FALSE,speed
bd6t,135,2,2,0.5671,TRUE,accuracy
bd6t,136,2,2,0.4183,TRUE,speed
bd6t,137,2,1,0.4544,FALSE,neutral
bd6t,138,1,1,0.3001,TRUE,speed
bd6t,139,2,2,0.4008,TRUE,speed
bd6t,140,2,2,0.5554,TRUE,accuracy
bd6t,141,2,2,0.406,TRUE,accuracy
bd6t,142,1,1,0.3486,TRUE,speed
bd6t,143,2,2,0.3832,TRUE,accuracy
bd6t,144,2,2,0.326,TRUE,speed
bd6t,145,2,1,0.4569,FALSE,accuracy
bd6t,146,1,1,0.4625,TRUE,accuracy
bd6t,147,2,2,0.365,TRUE,neutral
bd6t,148,1,1,0.4529,TRUE,neutral
bd6t,149,2,2,0.4613,TRUE,accuracy
bd6t,150,1,1,0.2952,TRUE,speed
bd6t,151,1,1,0.3636,TRUE,neutral
bd6t,152,2,1,0.3298,FALSE,speed
bd6t,153,1,1,0.4157,TRUE,accuracy
bd6t,154,2,2,0.337,TRUE,speed
bd6t,155,2,1,0.3721,FALSE,speed
bd6t,156,2,2,0.3312,TRUE,speed
bd6t,157,2,2,0.5102,TRUE,neutral
bd6t,158,2,1,0.4857,FALSE,speed
bd6t,159,1,1,0.6861,TRUE,neutral
bd6t,160,1,1,0.592,TRUE,accuracy
bd6t,161,2,2,0.4423,TRUE,speed
bd6t,162,1,1,0.4199,TRUE,neutral
bd6t,163,1,2,0.3705,FALSE,accuracy
bd6t,164,2,2,0.4982,TRUE,neutral
bd6t,165,2,2,0.472,TRUE,neutral
bd6t,166,2,2,0.5107,TRUE,neutral
bd6t,167,2,2,0.4144,TRUE,speed
bd6t,168,2,2,0.3145,TRUE,speed
bd6t,169,2,2,0.3414,TRUE,neutral
bd6t,170,2,2,0.4005,TRUE,speed
bd6t,171,2,2,0.4307,TRUE,neutral
bd6t,172,1,2,0.308,FALSE,speed
bd6t,173,1,1,0.4246,TRUE,accuracy
bd6t,174,1,1,0.3931,TRUE,speed
bd6t,175,1,1,0.3752,TRUE,accuracy
bd6t,176,2,2,0.4762,TRUE,accuracy
bd6t,177,1,1,0.4106,TRUE,neutral
bd6t,178,2,2,0.3438,TRUE,speed
bd6t,179,1,1,0.4785,TRUE,neutral
bd6t,180,1,1,0.6097,TRUE,neutral
bd6t,181,2,2,0.365,TRUE,neutral
bd6t,182,1,1,0.3874,TRUE,speed
bd6t,183,2,2,0.2592,TRUE,speed
bd6t,184,2,2,0.3996,TRUE,neutral
bd6t,185,1,1,0.4573,TRUE,neutral
bd6t,186,1,2,0.3922,FALSE,speed
bd6t,187,2,2,0.4571,TRUE,accuracy
bd6t,188,2,2,0.3295,TRUE,speed
bd6t,189,2,2,0.4716,TRUE,neutral
bd6t,190,2,1,0.4759,FALSE,speed
bd6t,191,1,1,0.4487,TRUE,accuracy
bd6t,192,1,1,0.4516,TRUE,neutral
bd6t,193,2,2,0.5312,TRUE,accuracy
bd6t,194,1,1,0.3636,TRUE,speed
bd6t,195,2,2,0.3901,TRUE,neutral
bd6t,196,2,2,0.5225,TRUE,accuracy
bd6t,197,1,2,0.3824,FALSE,neutral
bd6t,198,1,1,0.3775,TRUE,speed
bd6t,199,2,2,0.4044,TRUE,neutral
bd6t,200,2,2,0.3766,TRUE,accuracy
bd6t,201,1,1,0.4439,TRUE,neutral
bd6t,202,2,1,0.3397,FALSE,neutral
bd6t,203,1,1,0.4266,TRUE,speed
bd6t,204,1,1,0.37,TRUE,speed
bd6t,205,2,2,0.389,TRUE,neutral
bd6t,206,1,1,0.332,TRUE,speed
bd6t,207,1,1,0.3166,TRUE,speed
bd6t,208,1,1,0.4381,TRUE,speed
bd6t,209,1,2,0.3155,FALSE,neutral
bd6t,210,1,1,0.3304,TRUE,speed
bd6t,211,2,2,0.5822,TRUE,neutral
bd6t,212,2,2,0.4009,TRUE,accuracy
bd6t,213,1,1,0.4631,TRUE,neutral
bd6t,214,1,1,0.3746,TRUE,speed
bd6t,215,1,1,0.4253,TRUE,neutral
bd6t,216,2,1,0.4294,FALSE,neutral
bd6t,217,1,2,0.5113,FALSE,neutral
bd6t,218,1,2,0.3559,FALSE,speed
bd6t,219,2,2,0.5343,TRUE,accuracy
bd6t,220,2,2,0.3257,TRUE,speed
bd6t,221,1,1,0.4795,TRUE,neutral
bd6t,222,1,1,0.5549,TRUE,speed
bd6t,223,1,1,0.6281,TRUE,neutral
bd6t,224,2,1,0.3447,FALSE,accuracy
bd6t,225,1,1,0.3116,TRUE,speed
bd6t,226,1,1,0.3971,TRUE,accuracy
bd6t,227,1,1,0.4784,TRUE,accuracy
bd6t,228,2,2,0.3544,TRUE,speed
bd6t,229,1,1,0.3926,TRUE,neutral
bd6t,230,1,1,0.3504,TRUE,speed
bd6t,231,1,1,0.3756,TRUE,speed
bd6t,232,2,2,0.4813,TRUE,neutral
bd6t,233,2,2,0.3873,TRUE,neutral
bd6t,234,1,1,0.3908,TRUE,speed
bd6t,235,1,1,0.7007,TRUE,accuracy
bd6t,236,2,2,0.6271,TRUE,accuracy
bd6t,237,2,2,0.4208,TRUE,speed
bd6t,238,2,1,0.5986,FALSE,neutral
bd6t,239,2,2,0.6411,TRUE,neutral
bd6t,240,2,2,0.3832,TRUE,speed
bd6t,241,2,2,0.4102,TRUE,speed
bd6t,242,2,2,0.4337,TRUE,neutral
bd6t,243,2,2,0.5031,TRUE,accuracy
bd6t,244,2,2,0.3991,TRUE,speed
bd6t,245,2,2,0.4388,TRUE,accuracy
bd6t,246,2,2,0.4188,TRUE,neutral
bd6t,247,1,1,0.4292,TRUE,neutral
bd6t,248,1,1,0.5996,TRUE,accuracy
bd6t,249,1,1,0.3623,TRUE,speed
bd6t,250,1,1,0.3078,TRUE,speed
bd6t,251,1,1,0.6561,TRUE,accuracy
bd6t,252,2,2,0.4808,TRUE,neutral
bd6t,253,2,2,0.412,TRUE,neutral
bd6t,254,1,1,0.5072,TRUE,accuracy
bd6t,255,2,2,0.443,TRUE,speed
bd6t,256,2,2,0.3922,TRUE,accuracy
bd6t,257,1,1,0.5243,TRUE,accuracy
bd6t,258,2,2,0.4382,TRUE,accuracy
bd6t,259,2,2,0.4708,TRUE,accuracy
bd6t,260,2,1,0.3568,FALSE,speed
bd6t,261,2,2,0.5495,TRUE,accuracy
bd6t,262,1,1,0.4211,TRUE,accuracy
bd6t,263,2,2,0.4674,TRUE,speed
bd6t,264,1,2,0.4009,FALSE,speed
bd6t,265,1,2,0.4416,FALSE,speed
bd6t,266,1,1,0.6069,TRUE,accuracy
bd6t,267,1,1,0.4363,TRUE,neutral
bd6t,268,2,2,0.5785,TRUE,accuracy
bd6t,269,1,1,0.4451,TRUE,accuracy
bd6t,270,1,1,0.5606,TRUE,accuracy
bd6t,271,1,1,0.333,TRUE,speed
bd6t,272,1,1,0.426,TRUE,neutral
bd6t,273,2,2,0.4759,TRUE,neutral
bd6t,274,1,1,0.4933,TRUE,accuracy
bd6t,275,2,2,0.4806,TRUE,neutral
bd6t,276,2,2,0.4814,TRUE,neutral
bd6t,277,1,2,0.368,FALSE,neutral
bd6t,278,1,1,0.5627,TRUE,accuracy
bd6t,279,2,2,0.4295,TRUE,speed
bd6t,280,1,1,0.5243,TRUE,neutral
bd6t,281,1,1,0.3718,TRUE,speed
bd6t,282,1,1,0.4781,TRUE,accuracy
bd6t,283,2,2,0.4359,TRUE,accuracy
bd6t,284,2,2,0.6157,TRUE,accuracy
bd6t,285,1,1,0.6109,TRUE,accuracy
bd6t,286,1,1,0.6013,TRUE,neutral
bd6t,287,2,2,0.5256,TRUE,neutral
bd6t,288,2,1,0.4029,FALSE,speed
bd6t,289,2,2,0.3717,TRUE,neutral
bd6t,290,1,2,0.2991,FALSE,speed
bd6t,291,1,1,0.4217,TRUE,accuracy
bd6t,292,2,2,0.6136,TRUE,accuracy
bd6t,293,2,2,0.4402,TRUE,neutral
bd6t,294,2,2,0.5342,TRUE,accuracy
bd6t,295,2,1,0.5398,FALSE,accuracy
bd6t,296,2,2,0.5986,TRUE,speed
bd6t,297,1,1,0.485,TRUE,neutral
bd6t,298,2,2,0.3868,TRUE,speed
bd6t,299,1,1,0.38,TRUE,neutral
bd6t,300,1,1,0.2554,TRUE,speed
bd6t,301,2,1,0.3049,FALSE,speed
bd6t,302,1,2,0.3181,FALSE,speed
bd6t,303,2,2,0.3938,TRUE,speed
bd6t,304,1,2,0.5117,FALSE,speed
bd6t,305,2,2,0.4498,TRUE,neutral
bd6t,306,1,2,0.4248,FALSE,neutral
bd6t,307,1,1,0.6138,TRUE,accuracy
bd6t,308,2,2,0.5702,TRUE,neutral
bd6t,309,2,2,0.3793,TRUE,speed
bd6t,310,2,2,0.6411,TRUE,neutral
bd6t,311,1,1,0.3774,TRUE,neutral
bd6t,312,2,2,0.3447,TRUE,speed
bd6t,313,2,2,0.4379,TRUE,neutral
bd6t,314,1,1,0.3085,TRUE,speed
bd6t,315,1,1,0.4621,TRUE,accuracy
bd6t,316,2,2,0.4055,TRUE,accuracy
bd6t,317,2,2,0.8606,TRUE,neutral
bd6t,318,2,2,0.4206,TRUE,accuracy
bd6t,319,2,2,0.4278,TRUE,accuracy
bd6t,320,1,2,0.3611,FALSE,speed
bd6t,321,1,2,0.5946,FALSE,neutral
bd6t,322,2,2,0.4776,TRUE,speed
bd6t,323,1,1,0.5614,TRUE,speed
bd6t,324,2,2,0.4343,TRUE,neutral
bd6t,325,1,1,0.3262,TRUE,speed
bd6t,326,2,2,0.3965,TRUE,speed
bd6t,327,1,1,0.4516,TRUE,neutral
bd6t,328,2,2,0.3709,TRUE,speed
bd6t,329,2,2,0.4727,TRUE,speed
bd6t,330,1,1,0.4079,TRUE,speed
bd6t,331,1,1,0.7559,TRUE,accuracy
bd6t,332,1,1,0.4679,TRUE,neutral
bd6t,333,1,1,0.472,TRUE,neutral
bd6t,334,2,2,0.9331,TRUE,accuracy
bd6t,335,2,2,0.6284,TRUE,accuracy
bd6t,336,1,1,0.5967,TRUE,neutral
bd6t,337,1,1,0.549,TRUE,neutral
bd6t,338,2,2,0.548,TRUE,accuracy
bd6t,339,2,2,0.6872,TRUE,neutral
bd6t,340,2,2,0.6284,TRUE,accuracy
bd6t,341,1,1,0.6442,TRUE,neutral
bd6t,342,2,2,0.6261,TRUE,accuracy
bd6t,343,1,1,0.7208,TRUE,accuracy
bd6t,344,2,2,0.5293,TRUE,neutral
